id,name,status,feat_type,latitude,longitude,reo,maybe,other
21119,Frying Pan Creek,Unofficial Recorded,Stream,-41.611222,172.502722,0,0,3
1609,Frying Pan Flat,Official Assigned,Flat,-39.622190,176.326390,0,0,3
1610,Frying Pan Lake,Official Assigned,Lake,-38.283678,176.394887,0,0,3
1611,Fryingpan Point,Official Assigned,Point,-40.840075,173.777846,0,0,2
21120,Fuchsia Creek,Unofficial Recorded,Stream,-45.058167,170.706333,0,0,2
21121,Fuchsia Creek,Unofficial Recorded,Locality,-45.066639,170.697639,0,0,2
21122,Fuchsia Creek,Unofficial Recorded,Stream,-41.203250,172.287917,0,0,2
21123,Fuchsia Creek,Unofficial Recorded,Stream,-41.794389,173.801778,0,0,2
21124,Fuchsia Stream,Unofficial Recorded,Stream,-41.703500,173.194833,0,0,2
21125,Fuchsia Stream,Unofficial Recorded,Stream,-39.102444,176.162500,0,0,2
21126,Fugel Creek,Unofficial Recorded,Stream,-41.398694,172.242556,0,0,2
11043,Fulcrum,Official Validated,Hill,-78.033333,161.116667,0,0,1
11044,Fulgham Ridge,Official Validated,Ridge,-84.900000,177.416667,0,0,2
21127,Full Moon Saddle,Unofficial Recorded,Pass,-43.197972,170.928528,0,0,3
21128,Fullarton Stream,Unofficial Recorded,Stream,-45.326083,170.299444,0,0,2
21129,Fuller Creek,Official Approved,Stream,-41.003083,172.697722,0,0,2
21130,Fuller Creek,Unofficial Recorded,Stream,-41.324972,173.679917,0,0,2
11045,Fuller Dome,Official Validated,Hill,-86.633333,203.700000,0,0,2
49828,Fulljames Rapids,Unofficial Replaced,Rapid,-38.605003,176.186412,0,0,2
13754,Fumarole Ridge,Official Assigned,Ridge,-29.267660,182.077999,0,0,2
13668,Funnel Island,Official Assigned,Island,-47.763628,179.040412,0,0,2
13634,Fur Seal Cliffs,Official Assigned,Cliff,-50.491670,166.322215,0,0,3
1612,Furkert Pass,Official Assigned,Pass,-45.702650,167.142674,0,0,2
21131,Furket Pass,Unofficial Recorded,Pass,-45.702444,167.143528,0,0,2
11046,Furman Bluffs,Official Validated,Cliff,-74.100000,246.116667,0,0,2
21132,Furmister Creek,Unofficial Recorded,Stream,-42.239111,171.807694,0,0,2
21133,Fury Torrent,Unofficial Recorded,Stream,-44.097889,168.736444,0,0,2
21134,Fury Torrent,Unofficial Recorded,Stream,-43.264139,170.816889,0,0,2
1613,Furze Stream,Official Assigned,Stream,-43.688486,171.411305,0,0,2
1614,Fuschia Bay,Official Assigned,Bay,-46.905047,168.075201,0,0,2
21135,Fushsia Creek,Unofficial Recorded,Stream,-42.576306,171.203806,0,0,2
21136,Futtah Gully,Unofficial Recorded,Valley,-45.418222,168.571056,0,0,2
21137,Futurity Rock,Unofficial Recorded,Hill,-44.417167,168.386111,0,0,2
21138,Fyfe Glacier,Unofficial Recorded,Glacier,-43.713889,170.022556,0,0,2
21139,Fyfe Pass,Unofficial Recorded,Pass,-43.754417,169.980722,0,0,2
1615,Fyfe Peak,Official Assigned,Hill,-42.192344,172.342043,0,0,2
1616,Fyfe River,Official Assigned,Stream,-41.602919,172.518299,0,0,2
7957,Fyffe Palmer Scenic Reserve,Official Validated,scenic reserve,-42.330278,173.635833,0,0,4
1617,Gabbie Gulch Gully,Official Assigned,Valley,-36.877966,174.552942,0,0,3
21140,Gabble Brook,Unofficial Recorded,Stream,-44.031694,169.238139,0,0,2
21141,Gabbro Creek,Official Approved,Stream,-41.121694,172.692250,0,0,2
12418,Gabbro Hills,Official Validated,Hill,-84.700000,187.000000,0,0,2
10374,Gabites Glacier,Official Assigned,Glacier,-77.348333,160.541667,0,0,2
1618,Gable,Official Assigned,Hill,-42.294746,173.624230,0,0,1
21142,Gable End,Unofficial Recorded,Hill,-40.710417,175.374250,0,0,2
21143,Gable End Foreland,Unofficial Recorded,Point,-38.528389,178.291944,0,0,3
1619,Gable End Ridge,Official Assigned,Ridge,-40.706072,175.373408,0,0,3
21145,Gable Islet,Unofficial Recorded,Island,-38.534083,178.295806,0,0,2
1620,Gable Peak,Official Assigned,Hill,-44.425125,168.398311,0,0,2
14444,Gable Ridge,Official Adopted,Ridge,-38.516667,178.816667,0,0,2
14445,Gable Rocks,Unofficial Recorded,Reef,-38.521167,178.311000,0,0,2
14243,Gable Trough,Official Adopted,Trough,-38.600000,178.716667,0,0,2
1621,Gables End,Official Assigned,Hill,-42.287142,173.623559,0,0,2
7958,Gabriel Read Memorial Historic Reserve,Official Validated,historic reserve,-45.900556,170.412222,0,0,5
21146,Gabriel Read Monument,Unofficial Recorded,Site,-45.894194,169.677694,0,0,3
21147,Gabriel Stream,Unofficial Recorded,Stream,-42.718222,172.291361,0,0,2
1622,Gabriel Tarn,Official Assigned,Lake,-42.686090,172.307184,0,0,2
21148,Gabriels Gully,Unofficial Recorded,Valley,-45.889833,169.679667,0,0,2
21149,Gabriels Gully,Unofficial Recorded,Valley,-42.583583,172.713083,0,0,2
21150,Gabriels Gully,Unofficial Recorded,Locality,-45.881722,169.684306,0,0,2
7959,Gabriels Gully Historic Reserve,Official Validated,historic reserve,-45.879167,169.679167,0,0,4
1623,Gadarene Col,Official Assigned,Pass,-43.294384,170.791026,0,0,2
11047,Gadarene Ridge,Official Validated,Ridge,-76.733333,159.550000,0,0,2
1624,Gaden Stream,Official Assigned,Stream,-36.901677,174.650596,0,0,2
21151,Gaer Arm,Unofficial Recorded,Bay,-45.283444,167.140917,0,0,2
21152,Gagliardi Creek,Unofficial Recorded,Stream,-43.934861,168.918139,0,0,2
12419,Gair Glacier,Official Validated,Glacier,-73.050000,166.533333,0,0,2
21153,Gair Loch,Unofficial Recorded,Lake,-45.624056,167.107361,0,0,2
12420,Gair Tableland,Official Validated,Plateau,-73.466667,162.866667,0,0,2
10375,Gaisser Valley,Official Assigned,Valley,-77.325000,161.122222,0,0,2
21154,Gala Burn,Unofficial Recorded,Stream,-44.865417,168.833222,0,0,2
21155,Gala Water,Unofficial Recorded,Stream,-39.694806,176.550139,0,0,2
1625,Galadriel Creek,Official Assigned,Stream,-41.111417,172.215834,0,0,2
21156,Galatea,Unofficial Recorded,Locality,-38.410944,176.742389,0,0,1
7236,Galatea Railway Siding,Official Assigned,Railway Line,-38.379562,176.727222,0,0,3
7960,Galatea Recreation Reserve,Official Validated,recreation reserve,-38.414167,176.741667,0,0,3
12421,Galatos Peak,Official Validated,Hill,-71.966667,163.716667,0,0,2
7961,Galbraith Scenic Reserve,Official Validated,scenic reserve,-39.792222,175.925556,0,0,3
49037,Gale Peak,Unofficial Recorded,Hill,-70.766667,166.200000,0,0,2
21157,Galena Creek,Unofficial Recorded,Stream,-43.744667,169.548333,0,0,2
1626,Galena Creek,Official Assigned,Stream,-41.108100,172.671485,0,0,2
21158,Galena Gulch,Unofficial Recorded,Valley,-43.007917,170.764806,0,0,2
21159,Galena Ridge,Unofficial Recorded,Ridge,-43.081972,170.924056,0,0,2
1627,Galilee Creek,Official Assigned,Stream,-43.062378,171.492574,0,0,2
11048,Gallagher Ridge,Official Validated,Ridge,-77.466667,162.816667,0,0,2
12422,Gallipoli Heights,Official Validated,Hill,-72.433333,163.800000,0,0,2
21161,Galloway,Unofficial Recorded,Locality,-45.210917,169.461333,0,0,1
1628,Gallows Hill,Official Assigned,Hill,-44.363860,170.273568,0,0,2
11049,Gallup Glacier,Official Validated,Glacier,-85.150000,182.166667,0,0,2
21162,Galway Beach,Unofficial Recorded,Beach,-43.395139,169.883028,0,0,2
21163,Galway Creek,Unofficial Recorded,Stream,-43.402472,169.879694,0,0,2
21164,Galway Creek,Unofficial Recorded,Stream,-43.194778,170.814806,0,0,2
21165,Galway Point,Unofficial Recorded,Point,-43.391389,169.894333,0,0,2
1629,Galway Stream,Official Assigned,Stream,-44.381019,170.918645,0,0,2
1630,Gamack Range,Official Assigned,Range,-43.714584,170.329601,0,0,2
10376,Gamble Cone,Official Assigned,Hill,-77.466667,169.233333,0,0,2
10377,Gamble Glacier,Official Assigned,Glacier,-81.100000,156.750000,0,0,2
14446,Gamble Volcano,Unofficial Recorded,Seamount,-27.200000,182.590000,0,0,2
1631,Gambling Gully,Official Assigned,Valley,-36.873814,174.568953,0,0,2
21166,Game Cock Stream,Unofficial Recorded,Stream,-45.759694,170.273722,0,0,3
21167,Game Hen Stream,Unofficial Recorded,Stream,-45.764583,170.280611,0,0,3
21168,Gamma Creek,Unofficial Recorded,Stream,-44.150472,168.479667,0,0,2
21169,Gamma Creek,Unofficial Recorded,Stream,-43.059417,170.700306,0,0,2
21170,Gamma Creek,Unofficial Recorded,Stream,-41.940194,171.641667,0,0,2
1632,Gamma Mountain,Official Assigned,Hill,-44.456976,168.542862,0,0,2
21171,Gammans Creek,Unofficial Recorded,Locality,-43.293000,172.152389,0,0,2
21172,Gammans Creek,Unofficial Recorded,Stream,-43.284083,172.143611,0,0,2
10378,Gandalf Ridge,Official Assigned,Ridge,-78.350000,164.116667,0,0,2
21173,Gangers Creek,Unofficial Recorded,Stream,-44.087694,169.347972,0,0,2
49829,Gannet Island (Karewa),Unofficial Replaced,Island,-37.972237,174.565841,1,0,2
21174,Gannet Point,Unofficial Recorded,Point,-41.054778,174.224944,0,0,2
49830,Gaol Passage,Unofficial Replaced,Channel,-45.291852,166.883637,0,0,2
21175,Gap Creek,Unofficial Recorded,Stream,-46.018667,167.845528,0,0,2
49831,Gap Creek,Unofficial Replaced,Stream,-43.979662,169.207840,0,0,2
21176,Gap Road,Unofficial Recorded,Locality,-46.159917,168.330889,0,0,2
21177,Gapes Valley,Unofficial Recorded,Locality,-44.112306,171.123222,0,0,2
11050,Garcia Point,Official Validated,Point,-85.233333,189.733333,0,0,2
21178,Garden Bay,Unofficial Recorded,Bay,-40.951417,173.843972,0,0,2
21179,Garden Bay,Unofficial Recorded,Bay,-40.751444,173.958806,0,0,2
21180,Garden Bay,Unofficial Recorded,Bay,-36.775806,175.196528,0,0,2
21181,Garden Bush Creek,Unofficial Recorded,Stream,-45.593722,170.508444,0,0,3
21182,Garden Cove,Unofficial Recorded,Bay,-36.759972,175.130472,0,0,2
49607,Garden Cove,Unofficial Recorded,Bay,-52.561389,169.136111,0,0,2
21183,Garden Creek,Unofficial Recorded,Stream,-42.282361,171.457694,0,0,2
1633,Garden Flat,Official Assigned,Flat,-41.833933,173.348419,0,0,2
21184,Garden Gully,Unofficial Recorded,Valley,-45.981722,169.000083,0,0,2
21185,Garden Island,Unofficial Recorded,Place,-42.627139,172.769028,0,0,2
1634,Garden Island,Official Assigned,Island,-42.625973,172.774997,0,0,2
21186,Garden Islands,Unofficial Recorded,Island,-46.031306,166.591028,0,0,2
21187,Garden Mound,Unofficial Recorded,Hill,-46.868083,168.117861,0,0,2
1635,Garden of Allah,Official Assigned,Ice Feature,-43.307251,170.727246,0,0,3
1636,Garden of Eden Ice Plateau,Official Assigned,Ice Feature,-43.324520,170.682225,0,0,5
51345,Garden Of Eden Ice Plateau,Unofficial Replaced,Ice Feature,-43.324520,170.682225,0,0,5
7962,Garden Of Tane Scenic Reserve,Official Validated,scenic reserve,-43.813333,172.958889,1,0,4
21188,Garden Point,Unofficial Recorded,Point,-45.331889,167.724333,0,0,2
1637,Garden Point,Official Assigned,Point,-46.774387,168.004569,0,0,2
12423,Garden Spur,Official Validated,Ridge,-84.550000,185.250000,0,0,2
21189,Garden Spur,Unofficial Recorded,Ridge,-45.109500,168.655306,0,0,2
13701,Garden Stream,Official Assigned,Stream,-52.567875,169.136362,0,0,2
21190,Garden Valley Stream,Unofficial Recorded,Stream,-41.424611,173.096639,0,0,3
21191,Gardener Head,Unofficial Recorded,Point,-45.276389,167.143556,0,0,2
1638,Gardens,Official Assigned,Locality,-45.854912,170.519468,0,0,1
21192,Gardiner Gap,Unofficial Recorded,Bay,-36.771417,174.892778,0,0,2
21193,Gardiner Gully,Official Approved,Valley,-40.825028,172.554083,0,0,2
7963,Gardiners Scenic Reserve,Official Validated,scenic reserve,-38.923056,175.749722,0,0,3
1639,Gardner Burn,Official Assigned,Stream,-45.774844,167.102713,0,0,2
21194,Gargarus,Unofficial Recorded,Hill,-43.187694,171.491028,0,0,1
1640,Gargarus Saddle,Official Assigned,Pass,-43.172898,171.483650,0,0,2
1641,Gargarus Stream,Official Assigned,Stream,-43.181334,171.455120,0,0,2
13635,Gargoyle Point,Official Assigned,Point,-50.494527,166.323174,0,0,2
11051,Gargoyle Ridge,Official Validated,Ridge,-82.400000,159.500000,0,0,2
10379,Gargoyle Turrets,Official Assigned,Hill,-77.164167,161.645333,0,0,2
21196,Garibaldi Diggings,Unofficial Recorded,Place,-45.152139,169.864167,0,0,2
1642,Garibaldi Ridge,Official Assigned,Ridge,-41.226965,172.332250,0,0,2
7964,Garne and Savill Bays Scenic Reserve,Official Validated,scenic reserve,-41.012778,173.781944,0,0,6
21197,Garne Bay,Unofficial Recorded,Bay,-41.014917,173.783500,0,0,2
21198,Garne Point,Unofficial Recorded,Point,-41.013889,173.803278,0,0,2
21199,Garnet Bay,Unofficial Recorded,Bay,-45.360778,167.628528,0,0,2
21200,Garnet Peak,Unofficial Recorded,Hill,-42.548500,172.410389,0,0,2
21201,Garnet Rock,Unofficial Recorded,Island,-45.761500,166.732250,0,0,2
21202,Garnock Burn,Unofficial Recorded,Stream,-45.635694,167.449417,0,0,2
12424,Garrard Glacier,Official Validated,Glacier,-84.116667,169.583333,0,0,2
21203,Garret Stream,Unofficial Recorded,Stream,-42.169333,173.903167,0,0,2
1643,Garrett Stream,Official Assigned,Stream,-37.712849,175.857609,0,0,2
1644,Garretts Bush,Official Assigned,Bush,-45.851649,170.165719,0,0,2
21204,Garry River,Unofficial Recorded,Stream,-43.146861,172.249556,0,0,2
21205,Garry Stream,Unofficial Recorded,Stream,-46.405750,169.503778,0,0,2
21206,Garston,Unofficial Recorded,Locality,-45.467944,168.685694,0,0,1
21207,Garston Railway Station,Unofficial Recorded,Railway Station,-45.467139,168.684750,0,0,3
7965,Garth Recreation Reserve,Official Validated,recreation reserve,-42.348889,171.538889,0,0,3
21208,Garthmyl Hill,Unofficial Recorded,Hill,-45.516444,170.132139,0,0,2
21209,Garvey Creek,Unofficial Recorded,Stream,-42.163861,171.942972,0,0,2
21210,Garvie Burn,Unofficial Recorded,Stream,-45.687278,168.696556,0,0,2
21211,Garvie Mountains,Unofficial Recorded,Range,-45.342250,168.970861,0,0,2
12425,Garwood Glacier,Official Validated,Glacier,-78.016667,163.950000,0,0,2
21212,Gate Creek,Unofficial Recorded,Stream,-44.856167,169.931278,0,0,2
21213,Gate Pa,Unofficial Recorded,Suburb,-37.713944,176.132889,0,0,2
7966,Gate Pa Historic Reserve,Official Validated,historic reserve,-37.716944,176.139722,0,0,4
49832,Gate Pa Post Office,Unofficial Replaced,Building,-37.737459,176.140683,0,0,4
21214,Gates Creek,Unofficial Recorded,Stream,-43.647000,169.400222,0,0,2
21215,Gates Harbour,Unofficial Recorded,Bay,-46.207833,166.668611,0,0,2
1645,Gates Mountain,Official Assigned,Hill,-44.473355,168.338391,0,0,2
21216,Gateway Creek,Unofficial Recorded,Stream,-43.188667,170.975083,0,0,2
49227,Gateway Hills,Unofficial Recorded,Hill,-71.666667,163.466667,0,0,2
12426,Gateway Nunatak,Official Validated,Ice Feature,-77.016667,160.250000,0,0,2
21217,Gateway Point,Unofficial Recorded,Point,-43.890306,172.983667,0,0,2
11052,Gatlin Glacier,Official Validated,Glacier,-85.166667,186.500000,0,0,2
49228,Gatson Ridge,Unofficial Recorded,Ridge,-79.716667,158.850000,0,0,2
21218,Gaunt Creek,Unofficial Recorded,Stream,-43.317944,170.330806,0,0,2
11053,Gauntlet Ridge,Official Validated,Ridge,-73.416667,167.583333,0,0,2
49229,Gauss Glacier,Unofficial Recorded,Glacier,-77.966667,163.750000,0,0,2
49230,Gaussiran Glacier,Unofficial Recorded,Glacier,-80.000000,159.166667,0,0,2
1646,Gavin Stream,Official Assigned,Stream,-37.014991,174.525946,0,0,2
21219,Gawler Downs,Unofficial Recorded,Range,-43.738667,171.346361,0,0,2
1647,Gawler Stream,Official Assigned,Stream,-43.728838,171.331772,0,0,2
12427,Gawn Ice Piedmont,Official Validated,Ice Feature,-79.966667,160.200000,0,0,3
21221,Gay Creek,Unofficial Recorded,Stream,-41.502333,172.733889,0,0,2
21222,Gaylor Dam,Unofficial Recorded,Facility,-42.784528,170.988639,0,0,2
49231,Gaylord Ridge,Unofficial Recorded,Ridge,-80.033333,159.266667,0,0,2
11054,Gealy Spur,Official Validated,Ridge,-84.633333,165.216667,0,0,2
21223,Gear Island,Unofficial Recorded,Place,-41.226500,174.892389,0,0,2
21224,Gearys Hill,Unofficial Recorded,Hill,-45.856278,170.687389,0,0,2
21225,Gebbies Pass,Unofficial Recorded,Pass,-43.690750,172.641139,0,0,2
21226,Gebbies Valley,Unofficial Recorded,Locality,-43.702861,172.621639,0,0,2
10380,Geddes Crag,Official Assigned,Hill,-81.533333,155.783333,0,0,2
1648,Gee Creek,Official Assigned,Stream,-43.123960,170.537333,0,0,2
21227,Gees Flat,Unofficial Recorded,Flat,-45.037861,169.114444,0,0,2
12428,Geikie Glacier,Official Validated,Glacier,-75.550000,163.000000,0,0,2
21228,Geikie Glacier,Unofficial Recorded,Glacier,-44.478194,168.546889,0,0,2
12429,Geikie Ridge,Official Validated,Ridge,-71.733333,169.600000,0,0,2
21229,Geikie Snowfield,Unofficial Recorded,Glacier,-43.482417,170.238667,0,0,2
21230,Gelt,Unofficial Recorded,Hill,-42.544611,173.287194,0,0,1
21231,Gelt River,Unofficial Recorded,Stream,-42.533722,173.281722,0,0,2
21232,Gem Creek,Unofficial Recorded,Stream,-45.578028,169.124806,0,0,2
21233,Gem Glacier,Unofficial Recorded,Glacier,-43.524194,170.122806,0,0,2
21234,Gem Lake,Unofficial Recorded,Lake,-45.570611,169.106361,0,0,2
12430,Gemini Nunataks,Official Validated,Ice Feature,-84.700000,183.366667,0,0,2
1649,Gemstone Bay,Official Assigned,Bay,-36.831821,175.796569,0,0,2
21235,Genoa Peak,Unofficial Recorded,Hill,-42.943222,171.171667,0,0,2
1650,Gentian Cove,Official Assigned,Bay,-46.956312,168.122181,0,0,2
1651,Gentil Stream,Official Assigned,Stream,-36.922422,174.468992,0,0,2
11055,Gentile Point,Official Validated,Point,-81.116667,160.800000,0,0,2
21236,Gentle Annie,Unofficial Recorded,Hill,-41.167056,173.491000,0,0,2
21237,Gentle Annie,Unofficial Recorded,Hill,-39.173194,175.138000,0,0,2
21238,Gentle Annie Creek,Unofficial Recorded,Stream,-45.004306,169.022250,0,0,3
1652,Gentle Annie Creek,Official Assigned,Stream,-40.907977,175.462762,0,0,3
21240,Gentle Annie Gorge,Unofficial Recorded,Valley,-42.355194,171.927722,0,0,3
21241,Gentle Annie Hill,Unofficial Recorded,Hill,-38.668639,177.813722,0,0,3
21242,Gentle Annie Point,Unofficial Recorded,Point,-41.506111,171.946083,0,0,3
21243,Gentle Annie Rocks,Unofficial Recorded,Rock,-42.075028,171.352889,0,0,3
21244,Gentle Annie Saddle,Unofficial Recorded,Pass,-41.208917,173.372639,0,0,3
21245,Gentle Annie Saddle,Unofficial Recorded,Pass,-40.914889,175.459417,0,0,3
21246,Gentle Annie Stream,Unofficial Recorded,Stream,-42.132278,173.516694,0,0,3
21247,Gentle Annie Stream,Unofficial Recorded,Stream,-36.955917,175.526250,0,0,3
1653,Gentle Annie Stream,Official Assigned,Stream,-40.886633,175.939627,0,0,3
49232,Gentle Glacier,Unofficial Recorded,Glacier,-76.766667,161.250000,0,0,2
49233,Gentle Valley,Unofficial Recorded,Valley,-76.783333,161.200000,0,0,2
1654,Gentleman Smith Stream,Official Assigned,Stream,-43.554098,171.178181,0,0,3
49234,Geodetic Glacier,Unofficial Recorded,Glacier,-77.750000,163.800000,0,0,2
49235,Geoid Glacier,Unofficial Recorded,Glacier,-77.800000,163.783333,0,0,2
21248,Geologist Creek,Unofficial Recorded,Stream,-42.859528,171.171056,0,0,2
7967,Geordie Hill Recreation Reserve,Official Validated,recreation reserve,-45.900556,170.412222,0,0,4
21249,Geordies Creek,Unofficial Recorded,Stream,-44.954611,168.444111,0,0,2
1655,George Barr Stream,Official Assigned,Stream,-37.005991,174.509802,0,0,3
14447,George Basin,Unofficial Recorded,Basin,-44.770000,167.377167,0,0,2
21250,George Bay,Unofficial Recorded,Bay,-45.558000,167.544694,0,0,2
21251,George Creek,Unofficial Recorded,Stream,-41.272278,175.000778,0,0,2
14244,George Ridge,Official Adopted,Ridge,-44.700000,166.933333,0,0,2
21252,George River,Unofficial Recorded,Stream,-42.046333,173.465000,0,0,2
1656,George River,Official Assigned,Stream,-44.927953,167.496565,0,0,2
1657,George Rock,Official Assigned,Rock,-44.974241,170.216228,0,0,2
21254,George Saddle,Unofficial Recorded,Pass,-42.105222,173.744083,0,0,2
21255,George Sound,Unofficial Recorded,Bay,-44.875139,167.363194,0,0,2
21256,George Spur,Unofficial Recorded,Ridge,-42.111139,173.770500,0,0,2
21257,George Stream,Unofficial Recorded,Stream,-42.101583,173.794333,0,0,2
21258,Georges Creek,Unofficial Recorded,Stream,-45.137278,168.497972,0,0,2
21259,Georges Flat,Unofficial Recorded,Flat,-44.703306,169.504972,0,0,2
21260,Georges Stream,Unofficial Recorded,Stream,-36.975083,174.543861,0,0,2
21261,Georgetown,Unofficial Recorded,Locality,-44.911917,170.847806,0,0,1
21262,Georgetown,Unofficial Recorded,Suburb,-46.421778,168.367083,0,0,1
7968,Gerald Crapp Historic Reserve,Official Validated,historic reserve,-37.627500,176.052778,0,0,4
21263,Gerald Peak,Unofficial Recorded,Hill,-45.276833,167.356917,0,0,2
21264,Geraldine,Unofficial Recorded,Locality,-44.090972,171.227278,0,0,1
21265,Geraldine Downs,Unofficial Recorded,Locality,-44.082500,171.209250,0,0,2
21266,Geraldine Flat,Unofficial Recorded,Locality,-44.145361,171.253194,0,0,2
21267,Gerard,Unofficial Recorded,Hill,-42.857972,173.199944,0,0,1
21268,Gerard Falls,Unofficial Recorded,Waterfall,-43.001194,171.431611,0,0,2
21269,Gerard Knob,Unofficial Recorded,Hill,-44.189056,168.746722,0,0,2
1658,Gerard Peak,Official Assigned,Hill,-43.082352,171.133674,0,0,2
1659,Gerard Stream,Official Assigned,Stream,-43.342907,171.332864,0,0,2
11056,Gerasimou Glacier,Official Validated,Glacier,-84.700000,182.950000,0,0,2
21271,Gerhardt Spur,Unofficial Recorded,Ridge,-42.973500,171.052583,0,0,2
21272,German Creek,Unofficial Recorded,Stream,-44.278389,171.091444,0,0,2
21273,German Creek,Unofficial Recorded,Stream,-44.975306,170.262889,0,0,2
7969,German Creek Wildlife Mangagement Reserve,Official Validated,Government purpose reserve,-44.266944,171.213889,0,0,5
21274,German Gully,Unofficial Recorded,Valley,-44.886361,169.014306,0,0,2
21275,German Gully,Unofficial Recorded,Valley,-42.659944,171.101972,0,0,2
21276,German Gully,Unofficial Recorded,Valley,-42.940222,170.821361,0,0,2
21277,German Gully,Unofficial Recorded,Valley,-41.776417,171.668306,0,0,2
21278,German Gully,Unofficial Recorded,Valley,-42.377667,171.488083,0,0,2
21279,German Gully,Unofficial Recorded,Valley,-42.380722,171.581028,0,0,2
21280,German Gully,Unofficial Recorded,Valley,-42.346750,171.661722,0,0,2
21281,German Gully,Unofficial Recorded,Valley,-42.546806,171.364028,0,0,2
21282,German Hill,Unofficial Recorded,Hill,-44.924306,168.826750,0,0,2
21283,German Hill,Unofficial Recorded,Hill,-39.182556,174.118278,0,0,2
21284,German Hill Diggings,Unofficial Recorded,Place,-45.153833,169.763917,0,0,3
21285,German Stream,Unofficial Recorded,Stream,-45.935333,169.769083,0,0,2
21286,German Terrace,Unofficial Recorded,Flat,-41.777472,171.679056,0,0,2
54354,Gerof Point,Official Assigned,Point,-77.561111,166.216111,0,0,2
11057,Gerrish Peaks,Official Validated,Hill,-74.666667,248.300000,0,0,2
51392,Gertrude Rock,Unofficial Discontinued,Rock,-71.289167,170.220000,0,0,2
1660,Gertrude Saddle,Official Assigned,Pass,-44.742461,168.011525,0,0,2
21288,Gertrude Valley,Unofficial Recorded,Valley,-44.755750,168.013250,0,0,2
11058,Ghent Ridge,Official Validated,Ridge,-77.566667,163.116667,0,0,2
21289,Ghost Creek,Official Approved,Stream,-41.148611,172.707333,0,0,2
1661,Ghost Creek,Official Assigned,Stream,-43.244387,171.748655,0,0,2
1662,Ghost Glen,Official Assigned,Valley,-36.998797,174.534672,0,0,2
1663,Ghost Gully,Official Assigned,Valley,-42.465137,172.793694,0,0,2
1664,Ghost Stream,Official Assigned,Stream,-43.654451,171.343454,0,0,2
1665,Ghost Valley,Official Assigned,Valley,-41.520947,172.562410,0,0,2
21290,Giant Gate Falls,Unofficial Recorded,Waterfall,-44.704194,167.853361,0,0,3
49560,Giants Archway,Unofficial Recorded,Rock,-50.665000,166.123220,0,0,2
21291,Giants Grave,Unofficial Recorded,Hill,-41.864139,171.509250,0,0,2
21292,Giants Nose,Unofficial Recorded,Point,-43.578278,172.778833,0,0,2
49569,Giants Tomb,Unofficial Recorded,Rock,-50.739270,166.078460,0,0,2
1666,Gibb Creek,Official Assigned,Stream,-43.353325,170.085369,0,0,2
1667,Gibbons Stream,Official Assigned,Stream,-37.031797,174.505349,0,0,2
21294,Gibbs Creek,Unofficial Recorded,Stream,-41.433944,172.557361,0,0,2
21295,Gibbs Creek,Unofficial Recorded,Stream,-41.798778,172.649889,0,0,2
21296,Gibbs Creek,Unofficial Recorded,Stream,-41.520861,173.122889,0,0,2
49833,Gibbs Creek,Unofficial Replaced,Stream,-43.353325,170.085369,0,0,2
21297,Gibbs Gully,Official Approved,Valley,-40.787111,172.639778,0,0,2
21298,Gibbs Hill,Official Approved,Hill,-40.810073,172.977702,0,0,2
1668,Gibbs Spur,Official Assigned,Ridge,-41.542776,173.078490,0,0,2
21299,Gibbston,Unofficial Recorded,Locality,-45.023417,168.948583,0,0,1
21300,Gibbstown,Official Approved,Locality,-40.676333,172.681972,0,0,1
21301,Gibraltar,Unofficial Recorded,Hill,-42.050861,173.726917,0,0,1
21302,Gibraltar Burn,Unofficial Recorded,Stream,-45.799694,167.811194,0,0,2
21303,Gibraltar Hill,Unofficial Recorded,Hill,-45.835667,167.845639,0,0,2
21304,Gibraltar Hill,Unofficial Recorded,Hill,-41.175222,173.727722,0,0,2
11059,Gibraltar Peak,Official Validated,Hill,-72.083333,164.983333,0,0,2
21305,Gibraltar Rock,Unofficial Recorded,Cliff,-45.074694,169.231056,0,0,2
21306,Gibraltar Rock,Unofficial Recorded,Rock,-41.343778,174.823333,0,0,2
21308,Gibraltar Rock,Unofficial Recorded,Rock,-38.279778,175.380417,0,0,2
21307,Gibraltar Rock,Unofficial Recorded,Rock,-43.659333,172.607611,0,0,2
1669,Gibraltar Rock,Official Assigned,Rock,-37.845389,176.261812,0,0,2
1670,Gibraltar Stream,Official Assigned,Stream,-37.091312,175.651584,0,0,2
21310,Gibson Beach,Unofficial Recorded,Beach,-37.676306,174.808444,0,0,2
21311,Gibson Creek,Unofficial Recorded,Stream,-40.854889,172.878500,0,0,2
1671,Gibson Creek,Official Assigned,Stream,-42.335737,171.288179,0,0,2
14448,Gibson Reef,Unofficial Recorded,Reef,-41.733333,171.483333,0,0,2
12432,Gibson Spur,Official Validated,Ridge,-77.333333,160.666667,0,0,2
1672,Gibson Spur,Official Assigned,Ridge,-42.034375,173.794474,0,0,2
1673,Gibson Stream,Official Assigned,Stream,-44.568464,170.306067,0,0,2
21312,Gibson Stream,Unofficial Recorded,Stream,-43.055611,171.250722,0,0,2
21313,Gibson Stream,Unofficial Recorded,Stream,-42.026222,173.817500,0,0,2
21314,Gibsons Creek,Unofficial Replaced,Stream,-41.551389,173.752250,0,0,2
